ticket_id,venue_name,venue_type,state,issue_category,priority,created_date,resolved_date,response_time_hrs,resolution_time_hrs,csat_score,assigned_agent
TICK1849,Padilla-Monroe,Bar,ACT,Technical Issue,High,2024-08-22,2024-08-29,3.2,68.8,5.0,Mike.D
TICK1850,Ferguson-Shah,Pub,NSW,Integrations,Low,2024-07-21,2024-07-27,8.0,65.6,,John.S
TICK1851,Simmons-Williams,Pub,TAS,Menu Upload,High,2024-04-16,2024-04-20,9.4,24.0,5.0,Mike.D
TICK1852,Green-Jimenez,Restaurant,ACT,Integrations,High,2024-10-13,2024-10-19,7.2,23.9,1.0,Emily.T
TICK1853,"Stone, Tapia and Moody",Pub,QLD,Menu Upload,Medium,2024-12-25,2025-01-01,1.5,15.0,4.0,Tom.R
TICK1854,Coleman Group,Pub,WA,Technical Issue,Low,2024-08-14,2024-08-15,10.5,49.9,2.0,Mike.D
TICK1855,Perez-Parker,Cafe,WA,Menu Upload,High,2025-02-06,2025-02-11,8.3,48.2,1.0,Emily.T
TICK1856,Hodges Group  ,Pub,TAS,Payments,Medium,2025-02-07,2025-02-13,3.8,30.2,2.0,John.S
TICK1857,Johnson and Sons  ,Bar,WA,POS Connection,High,2024-12-08,2024-12-09,1.2,48.2,2.0,Sarah.L
TICK1858,Long Inc,Bar,VIC,Integrations,High,2024-07-16,2024-07-20,9.3,46.9,5.0,Mike.D
TICK1859,"Williams, Parks and Foster",Pub,VIC,Menu Upload,,2024-12-13,2024-12-20,10.9,14.0,2.0,Mike.D
TICK1860,Anderson LLC,Bar,SA,POS Connection,Low,2024-08-12,2024-08-13,3.2,65.9,,Sarah.L
TICK1861,"Parker, Baldwin and Morrow  ",Bar,SA,POS Connection,High,2025-02-04,2025-02-09,11.6,40.4,,Tom.R
TICK1862,Merritt LLC,Bar,NT,POS Connection,Low,2024-05-31,2024-06-07,6.9,69.7,3.0,Tom.R
TICK1863,Ramirez Inc,Bar,VIC,Integrations,Medium,2025-01-02,2025-01-05,11.3,50.5,4.0,John.S
TICK1864,Carey-Wilson,Restaurant,NSW,Menu Upload,Low,2024-04-16,2024-04-17,4.6,14.3,5.0,Emily.T
TICK1865,Smith-Hunter,Cafe,SA,POS Connection,Medium,2025-02-16,2025-02-20,3.9,14.8,1.0,Mike.D
TICK1866,Johnson-Callahan,Bar,SA,Menu Upload,Medium,2024-07-10,2024-07-11,9.1,49.3,,Tom.R
TICK1867,Stone-Lucero,Bar,QLD,Payments,High,2024-07-14,2024-07-18,5.6,45.5,3.0,Mike.D
TICK1868,Cox-Lucas,Bar,NSW,Integrations,High,2024-08-14,2024-08-20,8.1,26.1,3.0,Mike.D
TICK1869,"Clark, Santos and Castro",Cafe,ACT,Payments,Medium,2024-06-29,2024-07-06,1.4,58.4,5.0,Mike.D
TICK1870,"Miller, Rosario and Mclaughlin",Cafe,ACT,Technical Issue,High,2024-03-26,2024-03-30,4.6,34.5,1.0,Emily.T
TICK1871,Simmons-Reyes,Pub,WA,POS Connection,High,2024-03-16,2024-03-18,6.8,51.7,2.0,Sarah.L
tick1872,Coleman-Wheeler,Pub,NT,Payments,Medium,2024-10-29,2024-11-02,3.1,56.2,2.0,Sarah.L
TICK1873,"Wilson, Warner and Schmidt",Pub,NT,Technical Issue,Medium,2025-01-07,2025-01-08,6.2,58.8,1.0,Emily.T
TICK1874,"Martinez, Rios and Lee  ",Bar,NSW,Menu Upload,High,2024-05-20,2024-05-22,6.2,29.3,,Sarah.L
TICK1875,Tyler Ltd,Pub,NT,Technical Issue,Medium,2025-02-16,2025-02-17,5.0,37.2,3.0,Emily.T
TICK1876,Contreras-Carpenter,Bar,VIC,Payments,Medium,2025-02-02,2025-02-04,9.4,25.2,5.0,John.S
TICK1877,Collier Group,Restaurant,TAS,Integrations,Low,2024-07-06,2024-07-07,10.9,31.2,5.0,Tom.R
TICK1878,"Holland, Terry and Powell",Bar,VIC,Menu Upload,Low,2024-06-21,2024-06-28,8.9,68.6,3.0,Mike.D
TICK1879,Bailey-Malone,Cafe,NSW,Integrations,Medium,2024-07-27,2024-08-03,8.6,54.9,1.0,John.S
TICK1880,Riley and Sons,Restaurant,WA,Technical Issue,Low,2024-11-19,2024-11-20,1.4,23.9,5.0,John.S
TICK1881,"Solomon, Washington and Clayton",Bar,NT,POS Connection,Medium,2024-03-08,2024-03-14,5.7,64.4,2.0,John.S
TICK1882,"Wood, Hinton and Rodriguez",Restaurant,ACT,Technical Issue,Medium,2024-04-03,2024-04-04,3.1,28.0,,Sarah.L
TICK1883,Montgomery-Hardin,Cafe,WA,Menu Upload,Medium,2024-09-27,2024-10-03,2.8,14.7,1.0,Mike.D
TICK1884,Smith Ltd,Pub,NT,Integrations,Medium,2024-11-03,2024-11-04,1.5,63.3,,Sarah.L
TICK1885,"Peters, Perry and Holt",Restaurant,ACT,POS Connection,Medium,2024-10-08,2024-10-14,1.6,67.8,1.0,Tom.R
TICK1886,Mason-Lopez,Cafe,TAS,Menu Upload,Low,2025-01-25,2025-01-28,8.1,10.7,2.0,Tom.R
TICK1887,"Henry, Stanley and Walter",Restaurant,NT,POS Connection,High,2024-08-03,2024-08-04,2.7,24.8,1.0,Sarah.L
TICK1888,Stout-Pham,Cafe,VIC,POS Connection,High,2024-05-09,2024-05-16,2.2,13.8,5.0,Mike.D
TICK1889,Hines Ltd,Restaurant,VIC,Payments,High,2025-02-06,2025-02-13,8.1,61.3,2.0,Emily.T
tick1890,Schneider Group,Cafe,ACT,Menu Upload,Medium,2024-09-09,2024-09-16,10.3,36.7,1.0,Tom.R
TICK1891,Anderson-Andrews,Restaurant,WA,Technical Issue,,2024-12-26,2024-12-28,1.9,40.9,,John.S
TICK1892,Turner PLC,Restaurant,QLD,POS Connection,Medium,2024-09-04,2024-09-07,5.3,70.1,4.0,John.S
TICK1893,Stewart LLC,Bar,TAS,Integrations,High,2024-08-16,2024-08-17,2.7,60.5,4.0,Emily.T
TICK1894,Gordon-Lopez,Cafe,NT,POS Connection,High,2024-03-17,2024-03-21,1.4,27.5,,John.S
TICK1895,"Collins, Williams and Jackson",Restaurant,QLD,Technical Issue,Medium,2024-09-12,2024-09-14,7.5,59.7,5.0,Mike.D
TICK1896,Mccoy-Nguyen,Bar,VIC,Payments,Low,2024-03-05,2024-03-08,7.3,51.1,,Tom.R
TICK1897,Nelson-Clark,Cafe,WA,Menu Upload,Medium,2024-06-10,2024-06-13,8.8,35.3,,Sarah.L
TICK1898,Arias Ltd,Bar,QLD,POS Connection,Medium,2024-12-17,2024-12-24,7.2,40.7,,Mike.D
TICK1899,Ramirez Ltd,Cafe,TAS,Payments,Medium,2024-09-04,2024-09-06,8.6,23.9,5.0,Emily.T
TICK1900,Wilson Group,Restaurant,TAS,Payments,Medium,2025-01-23,2025-01-30,10.2,44.3,,Sarah.L
TICK1901,"Lewis, Meza and Oconnor",Restaurant,ACT,Technical Issue,High,2024-06-07,2024-06-11,8.7,43.5,1.0,Tom.R
TICK1902,"Smith, Shepherd and Espinoza",Bar,TAS,POS Connection,Medium,2025-02-08,2025-02-15,7.5,32.4,,Tom.R
TICK1903,Kelly-Wood,Pub,ACT,Payments,Low,2025-01-11,2025-01-12,4.4,50.4,,Mike.D
tick1904,Baxter-Schultz,Bar,WA,Integrations,Low,2024-11-27,2024-12-03,10.2,33.9,2.0,John.S
TICK1905,Cruz PLC,Cafe,NT,Integrations,Low,2024-10-20,2024-10-25,3.6,68.2,5.0,Tom.R
TICK1906,"Holmes, Park and Cunningham",Cafe,VIC,POS Connection,Medium,2024-07-23,2024-07-29,2.2,46.9,2.0,Mike.D
TICK1907,"Perry, Young and Estrada",Pub,NT,Technical Issue,High,2024-12-17,2024-12-20,11.7,57.9,2.0,Mike.D
TICK1908,Griffith-Medina,Pub,SA,Technical Issue,High,2024-05-28,2024-05-30,9.8,15.5,4.0,John.S
TICK1909,Young Group,Cafe,TAS,Menu Upload,Medium,2025-01-10,2025-01-13,10.2,27.0,3.0,Sarah.L
TICK1910,"Miller, Lucas and Beltran",Pub,TAS,Menu Upload,High,2024-03-25,2024-03-30,7.8,25.4,3.0,Emily.T
TICK1911,Leonard PLC,Bar,TAS,POS Connection,Medium,2024-12-03,2024-12-07,1.5,68.2,3.0,Mike.D
TICK1912,"Vasquez, James and Hancock",Bar,TAS,Technical Issue,Medium,2024-12-03,2024-12-06,4.9,47.8,1.0,Tom.R
TICK1913,Martin-Schmidt,Restaurant,ACT,Payments,Medium,2024-11-04,2024-11-08,11.6,11.3,1.0,Emily.T
TICK1914,Mcpherson LLC,Bar,QLD,Technical Issue,Low,2024-04-03,2024-04-10,6.2,42.3,1.0,Emily.T
TICK1915,Carr PLC  ,Cafe,QLD,POS Connection,High,2024-08-24,2024-08-26,11.1,21.5,5.0,Tom.R
TICK1916,Dillon and Sons,Bar,VIC,Integrations,High,2024-04-23,2024-04-29,7.2,39.0,4.0,John.S
TICK1917,Ortega LLC,Bar,VIC,POS Connection,Medium,2024-12-03,2024-12-05,12.0,18.5,3.0,Sarah.L
tick1918,"Brandt, Rangel and Johnson",Cafe,VIC,Menu Upload,Low,2025-03-01,2025-03-08,8.4,37.7,3.0,Mike.D
TICK1919,Barnes-Henry  ,Pub,WA,Payments,Medium,2024-12-03,2024-12-04,11.1,35.7,1.0,Tom.R
TICK1920,Thomas Group,Bar,NSW,Menu Upload,High,2024-06-27,2024-07-01,1.6,52.1,,Tom.R
TICK1921,Simon LLC,Bar,SA,Menu Upload,High,2024-03-10,2024-03-14,11.2,65.8,3.0,Sarah.L
TICK1922,Gallegos-Greer,Pub,NT,Technical Issue,High,2024-08-30,2024-09-02,7.0,65.7,2.0,John.S
TICK1923,Rose Inc,Cafe,NT,POS Connection,Medium,2024-08-30,2024-09-01,11.5,32.2,4.0,Mike.D
TICK1924,Washington Inc,Cafe,VIC,Technical Issue,Medium,2024-06-24,2024-06-27,6.5,44.7,3.0,Mike.D
TICK1925,Diaz PLC,Bar,TAS,Payments,Medium,2024-11-18,2024-11-22,6.7,43.0,1.0,Emily.T
TICK1926,Kelley Ltd,Restaurant,NT,POS Connection,Medium,2024-09-25,2024-09-30,7.6,40.6,1.0,Emily.T
TICK1927,"Butler, Adams and Woods",Bar,VIC,POS Connection,Medium,2024-04-04,2024-04-07,9.6,10.3,4.0,Tom.R
TICK1928,Graham-Donaldson,Bar,VIC,Technical Issue,Low,2025-02-19,2025-02-21,1.1,59.3,5.0,John.S
TICK1929,Hernandez-Myers,Cafe,VIC,Menu Upload,High,2024-12-03,2024-12-09,10.6,21.9,2.0,Sarah.L
TICK1930,"Hart, Smith and Burns",Restaurant,NT,Technical Issue,Medium,2024-04-15,2024-04-16,4.4,37.2,2.0,Sarah.L
TICK1931,"Bush, Mcguire and Huff",Pub,NSW,Technical Issue,High,2024-12-28,2025-01-02,2.0,29.8,3.0,Sarah.L
TICK1932,"Jones, Lee and Jones",Restaurant,QLD,POS Connection,Medium,2024-05-04,2024-05-05,2.3,39.7,,Emily.T
TICK1933,Jones-Brown,Cafe,NT,Menu Upload,High,2025-01-05,2025-01-09,3.9,37.6,2.0,Mike.D
TICK1934,Green-Miller  ,Bar,TAS,Menu Upload,Medium,2025-01-31,2025-02-01,7.5,64.5,3.0,Sarah.L
TICK1935,Garcia-Butler,Cafe,NSW,POS Connection,Medium,2025-01-03,2025-01-04,6.7,37.8,3.0,Mike.D
TICK1936,Bradley-Brooks,Pub,NT,Payments,High,2024-12-01,2024-12-06,4.0,27.3,3.0,Emily.T
TICK1937,"Cooke, Perez and Flowers",Bar,SA,Technical Issue,Low,2024-09-26,2024-09-28,8.5,37.2,5.0,Mike.D
TICK1938,Cook LLC,Bar,VIC,Technical Issue,Medium,2024-06-12,2024-06-16,1.4,31.5,1.0,Sarah.L
TICK1939,"Walker, Goodman and Carter  ",Restaurant,WA,POS Connection,High,2024-09-17,2024-09-19,10.7,61.8,5.0,Tom.R
TICK1940,"Buck, Mack and Torres",Cafe,TAS,Technical Issue,High,2024-09-23,2024-09-28,3.8,24.3,,Emily.T
TICK1941,Ball-Chapman,Restaurant,QLD,Technical Issue,High,2025-01-30,2025-02-06,11.4,60.4,1.0,Tom.R
TICK1942,Yates Ltd  ,Cafe,SA,Technical Issue,High,2024-09-26,2024-09-27,9.1,35.3,4.0,Emily.T
TICK1943,Mckenzie Group,Cafe,WA,Technical Issue,Medium,2025-02-07,2025-02-13,10.9,28.7,3.0,John.S
TICK1944,Owen-Smith,Pub,ACT,Technical Issue,High,2024-06-27,2024-07-03,5.6,45.5,2.0,John.S
TICK1945,Carroll-Smith,Bar,QLD,Menu Upload,Medium,2024-07-31,2024-08-04,11.6,65.0,3.0,Emily.T
TICK1946,"Mack, Harrison and Scott",Bar,WA,Menu Upload,High,2024-10-07,2024-10-10,5.6,53.1,,Tom.R
TICK1947,"Wu, Shaw and Mcintyre",Bar,NSW,POS Connection,Medium,2024-09-20,2024-09-26,1.6,56.6,1.0,Mike.D
TICK1948,Howard-Blair,Restaurant,WA,Technical Issue,High,2024-08-16,2024-08-20,11.3,41.8,,Mike.D
TICK1949,"Clements, Parker and Schneider",Pub,NSW,POS Connection,Low,2024-04-17,2024-04-19,7.9,25.9,,Tom.R
TICK1950,Flores LLC,Restaurant,NT,POS Connection,Medium,2024-12-22,2024-12-29,8.1,20.0,3.0,Tom.R
TICK1951,Brown-Harris,Pub,NT,POS Connection,Medium,2024-03-13,2024-03-20,8.5,19.0,5.0,Tom.R
TICK1952,Juarez PLC,Cafe,NSW,Payments,High,2024-04-30,2024-05-04,5.0,64.3,,Mike.D
TICK1953,Mann-French,Pub,WA,Payments,High,2024-07-03,2024-07-04,4.2,36.7,3.0,Tom.R
TICK1954,Brooks-Cook,Cafe,SA,Technical Issue,Medium,2024-11-10,2024-11-15,1.8,50.4,2.0,Tom.R
TICK1955,Strickland-Turner,Bar,TAS,POS Connection,Low,2024-05-25,2024-05-26,2.3,21.4,3.0,Mike.D
TICK1956,"Conner, Flores and Johnson",Pub,VIC,Technical Issue,High,2024-09-21,2024-09-22,2.9,69.9,1.0,Tom.R
TICK1957,Lee Group,Cafe,NSW,Integrations,Medium,2025-01-11,2025-01-17,5.5,27.0,5.0,Tom.R
TICK1958,Charles Ltd  ,Bar,WA,Integrations,Medium,2024-07-17,2024-07-18,9.1,66.0,4.0,Tom.R
TICK1959,Castro Inc,Pub,NT,Payments,Medium,2024-10-21,2024-10-27,5.9,19.6,4.0,Emily.T
TICK1960,"Abbott, Zamora and Logan",Restaurant,TAS,Payments,High,2025-01-14,2025-01-15,9.8,15.9,2.0,Mike.D
TICK1961,Ayers-James,Bar,NT,Menu Upload,Medium,2024-07-01,2024-07-04,11.5,61.1,3.0,Sarah.L
TICK1962,Lynch Group,Restaurant,ACT,Integrations,Low,2024-08-02,2024-08-06,10.0,19.1,1.0,Sarah.L
TICK1963,"Pearson, Burns and Williams",Cafe,SA,Payments,Medium,2024-07-03,2024-07-05,3.0,18.5,,Mike.D
TICK1964,"Bowman, Taylor and Simon",Cafe,WA,Payments,Medium,2024-03-17,2024-03-19,8.5,57.6,,Sarah.L
TICK1965,Hall PLC,Bar,WA,Technical Issue,Medium,2024-04-25,2024-04-30,10.0,31.1,2.0,Tom.R
TICK1966,Rhodes Group,Pub,ACT,Integrations,Low,2024-10-07,2024-10-11,5.4,55.5,2.0,Tom.R
TICK1967,Espinoza Inc,Restaurant,QLD,Menu Upload,Medium,2024-07-19,2024-07-24,6.6,44.5,3.0,Sarah.L
TICK1968,Vasquez-Price  ,Pub,TAS,Menu Upload,Medium,2025-02-03,2025-02-08,11.2,34.0,2.0,Tom.R
TICK1969,"Hale, Lara and Ho",Bar,SA,POS Connection,High,2024-08-30,2024-08-31,11.4,23.0,1.0,Tom.R
TICK1970,"Brown, Quinn and Owens",Cafe,SA,Payments,High,2024-07-10,2024-07-16,4.0,40.2,4.0,Mike.D
TICK1971,"Young, Ellis and Tran",Cafe,QLD,Menu Upload,Medium,2024-07-28,2024-07-29,6.1,13.2,,Mike.D
TICK1972,"Green, Gill and Lopez",Restaurant,TAS,Payments,Medium,2024-03-13,2024-03-18,8.0,67.4,2.0,Mike.D
TICK1973,"Keller, Stein and Martin",Pub,ACT,POS Connection,High,2024-06-03,2024-06-10,4.5,53.4,1.0,Mike.D
TICK1974,"Klein, Carlson and Smith",Bar,VIC,Technical Issue,Medium,2024-07-15,2024-07-18,4.4,37.0,4.0,Emily.T
TICK1975,Bryant Group,Restaurant,VIC,Menu Upload,Medium,2025-01-16,2025-01-18,3.2,69.6,3.0,John.S
TICK1976,Grant-Thompson,Pub,TAS,Technical Issue,Medium,2024-04-07,2024-04-10,7.5,69.7,4.0,Tom.R
TICK1977,Miller Inc,Bar,WA,Menu Upload,Medium,2024-08-09,2024-08-13,2.3,46.1,3.0,Emily.T
TICK1978,Miller-Nelson,Restaurant,NT,Menu Upload,Low,2024-09-07,2024-09-11,9.5,23.5,1.0,John.S
TICK1979,Shaw and Sons,Cafe,ACT,Technical Issue,Low,2024-10-15,2024-10-18,7.2,30.3,4.0,Mike.D
TICK1980,Martinez Group,Cafe,QLD,Integrations,High,2024-05-15,2024-05-17,10.3,53.4,5.0,Sarah.L
TICK1981,"Bruce, Ryan and Daniel",Cafe,NT,Menu Upload,High,2024-05-21,2024-05-28,2.9,50.9,3.0,Emily.T
TICK1982,Benson Ltd,Cafe,ACT,Menu Upload,High,2024-03-11,2024-03-12,8.8,16.4,4.0,Emily.T
TICK1983,"Powell, Anderson and Murphy",Pub,TAS,Technical Issue,High,2024-11-20,2024-11-22,3.7,19.9,1.0,John.S
TICK1984,Gould Inc,Restaurant,QLD,Menu Upload,Low,2024-07-05,2024-07-08,5.0,62.0,2.0,Mike.D
TICK1985,Schultz Group,Restaurant,QLD,Menu Upload,High,2024-12-24,2024-12-29,6.1,42.7,4.0,Tom.R
tick1986,Morales-Gibson,Restaurant,SA,Integrations,Medium,2024-04-20,2024-04-27,6.1,54.8,3.0,Tom.R
TICK1987,Bennett Inc,Restaurant,VIC,Payments,High,2024-04-06,2024-04-11,7.2,66.5,1.0,Mike.D
TICK1988,Lynch Group,Pub,WA,POS Connection,Medium,2025-02-20,2025-02-27,8.3,12.4,3.0,Tom.R
TICK1989,"Gutierrez, Sawyer and Maldonado",Pub,NT,Integrations,Medium,2024-10-01,2024-10-07,1.7,61.4,2.0,Emily.T
TICK1990,Marks PLC,Cafe,TAS,Payments,Medium,2024-12-16,2024-12-23,2.1,14.3,3.0,John.S
TICK1991,"Murphy, Howard and Mullins",Restaurant,VIC,POS Connection,Medium,2024-08-22,2024-08-24,8.2,70.9,3.0,Sarah.L
TICK1992,Bailey and Sons,Bar,SA,Menu Upload,High,2024-05-09,2024-05-15,4.6,25.6,5.0,Mike.D
TICK1993,Williams LLC,Pub,TAS,Integrations,Medium,2025-02-03,2025-02-04,11.8,53.6,3.0,Tom.R
TICK1994,"Kelly, Burton and Moses",Cafe,ACT,POS Connection,Medium,2024-11-27,2024-12-02,5.0,17.6,1.0,Sarah.L
TICK1995,"Jacobs, Rogers and Mullins",Restaurant,ACT,POS Connection,Low,2024-03-28,2024-04-03,2.5,46.0,,John.S
TICK1996,Mcdowell-Cline,Cafe,WA,Integrations,High,2024-05-04,2024-05-07,11.5,59.2,2.0,Emily.T
TICK1997,"Howell, Dorsey and Thomas",Cafe,TAS,POS Connection,High,2025-02-02,2025-02-08,1.3,43.9,1.0,Emily.T
TICK1998,Hampton-Lee,Bar,WA,Technical Issue,High,2024-10-19,2024-10-25,4.6,46.5,3.0,Tom.R
TICK1999,"Taylor, Woods and Campos",Restaurant,QLD,POS Connection,Medium,2025-01-22,2025-01-25,7.4,22.8,4.0,Tom.R
TICK1521,King-Le,Restaurant,TAS,Technical Issue,High,2024-12-22,2024-12-23,2.7,10.2,5.0,John.S
TICK1737,"Smith, Richards and Johnston",Restaurant,SA,Menu Upload,High,2024-04-16,2024-04-21,4.1,11.4,4.0,Tom.R
TICK1740,Garza-Jones,Cafe,QLD,Menu Upload,Medium,2024-06-13,2024-06-19,1.4,68.8,,John.S
TICK1660,"Burns, Arellano and Wood",Restaurant,NT,Technical Issue,Medium,2024-07-04,2024-07-08,9.8,55.7,5.0,Sarah.L
TICK1411,Smith-Harvey,Restaurant,TAS,Menu Upload,Medium,2024-07-25,2024-07-30,4.2,15.1,1.0,Mike.D
TICK1678,"Cervantes, Moran and Rodriguez",Restaurant,WA,Menu Upload,Low,2024-06-29,2024-07-01,4.8,60.8,2.0,Tom.R
TICK1626,Taylor PLC  ,Pub,ACT,Payments,Medium,2024-10-15,2024-10-21,3.2,43.3,3.0,Tom.R
TICK1513,"Foley, Murphy and Brown",Cafe,WA,Integrations,High,2024-07-19,2024-07-21,1.5,21.9,4.0,Emily.T
TICK1859,"Williams, Parks and Foster",Pub,VIC,Menu Upload,,2024-12-13,2024-12-20,10.9,14.0,2.0,Mike.D
TICK1136,Castillo Group,Pub,VIC,Technical Issue,Low,2025-01-07,2025-01-14,6.8,24.7,5.0,Tom.R
TICK1811,Hines-Larson  ,Restaurant,QLD,Integrations,High,2024-08-08,2024-08-15,10.5,52.9,1.0,Mike.D
TICK1076,Hoffman and Sons,Restaurant,WA,POS Connection,High,2024-06-13,2024-06-17,10.0,27.7,,Tom.R
TICK1636,Smith-Matthews,Restaurant,SA,Payments,High,2024-03-12,2024-03-15,8.0,49.4,3.0,Sarah.L
TICK1973,"Keller, Stein and Martin",Pub,ACT,POS Connection,High,2024-06-03,2024-06-10,4.5,53.4,1.0,Mike.D
TICK1938,Cook LLC,Bar,VIC,Technical Issue,Medium,2024-06-12,2024-06-16,1.4,31.5,1.0,Sarah.L
TICK1899,Ramirez Ltd,Cafe,TAS,Payments,Medium,2024-09-04,2024-09-06,8.6,23.9,5.0,Emily.T
TICK1280,Smith PLC,Bar,NT,Payments,Medium,2024-11-19,2024-11-26,10.4,23.9,3.0,John.S
TICK1883,Montgomery-Hardin,Cafe,WA,Menu Upload,Medium,2024-09-27,2024-10-03,2.8,14.7,1.0,Mike.D
TICK1761,"Stanley, Wood and Smith",Pub,NT,POS Connection,Medium,2024-08-03,2024-08-08,7.7,28.7,2.0,Emily.T
TICK1319,"Hughes, Fleming and Arnold",Pub,SA,Menu Upload,Medium,2024-09-15,2024-09-16,2.3,41.2,5.0,John.S
TICK1549,Robinson-Esparza,Bar,ACT,Integrations,High,2024-03-06,2024-03-07,7.6,50.4,1.0,Sarah.L
TICK1174,Stanley Group,Bar,NT,Payments,Medium,2024-05-25,2024-05-27,5.3,47.5,,Mike.D
TICK1371,"Chase, Arias and Newman",Pub,TAS,POS Connection,Low,2024-06-12,2024-06-16,7.7,57.4,,John.S
TICK1527,"French, Johnson and Arnold",Cafe,NSW,Payments,Low,2024-04-14,2024-04-16,5.7,12.6,4.0,Emily.T
TICK1210,Hill and Sons,Bar,QLD,Menu Upload,,2024-09-29,2024-10-04,3.2,19.2,1.0,Emily.T
TICK1235,"Yoder, Watkins and Fischer",Pub,NSW,Payments,Medium,2025-02-10,2025-02-16,9.2,68.7,1.0,John.S
TICK1101,Taylor and Sons,Pub,SA,Menu Upload,High,2024-06-23,2024-06-29,6.1,18.4,,Emily.T
tick1986,Morales-Gibson,Restaurant,SA,Integrations,Medium,2024-04-20,2024-04-27,6.1,54.8,3.0,Tom.R
TICK1902,"Smith, Shepherd and Espinoza",Bar,TAS,POS Connection,Medium,2025-02-08,2025-02-15,7.5,32.4,,Tom.R
TICK1947,"Wu, Shaw and Mcintyre",Bar,NSW,POS Connection,Medium,2024-09-20,2024-09-26,1.6,56.6,1.0,Mike.D
TICK1346,Anderson and Sons,Bar,ACT,Technical Issue,High,2024-03-06,2024-03-10,8.3,28.0,5.0,John.S
TICK1139,Webster-Johnson,Pub,VIC,Integrations,High,2024-10-08,2024-10-14,2.2,26.4,,Emily.T
TICK1621,Collins-Mcfarland,Restaurant,TAS,Payments,Medium,2024-03-03,2024-03-10,10.5,33.2,5.0,Mike.D
TICK1499,Curtis PLC,Restaurant,NSW,Menu Upload,High,2025-02-01,2025-02-02,5.3,60.0,1.0,Mike.D
TICK1370,"Pierce, Ford and Spencer",Cafe,TAS,Integrations,High,2024-12-25,2024-12-31,3.8,56.5,1.0,Tom.R
TICK1198,"Mendoza, Cunningham and Howe",Restaurant,VIC,POS Connection,Medium,2025-02-02,2025-02-03,6.9,20.0,4.0,John.S
TICK1687,Chase Ltd,Bar,WA,Technical Issue,Medium,2024-09-03,2024-09-06,1.3,18.6,3.0,John.S
TICK1584,"Ramirez, Stevenson and James",Cafe,SA,Payments,High,2024-03-26,2024-04-01,7.6,65.8,3.0,Emily.T
TICK1901,"Lewis, Meza and Oconnor",Restaurant,ACT,Technical Issue,High,2024-06-07,2024-06-11,8.7,43.5,1.0,Tom.R
TICK1059,"Romero, Jones and Nash",Pub,WA,Technical Issue,Medium,2024-09-26,2024-10-01,5.3,45.2,1.0,John.S
TICK1328,"Bell, Murray and Hunter",Pub,NT,Payments,Medium,2024-06-27,2024-07-03,7.8,20.8,3.0,John.S
TICK1096,"Phillips, Frazier and Jensen",Restaurant,TAS,Integrations,Low,2024-09-14,2024-09-20,1.3,40.6,2.0,John.S
TICK1312,"Nguyen, Smith and Kelly",Pub,NSW,POS Connection,Medium,2024-08-25,2024-08-27,5.3,36.0,4.0,Sarah.L
TICK1974,"Klein, Carlson and Smith",Bar,VIC,Technical Issue,Medium,2024-07-15,2024-07-18,4.4,37.0,4.0,Emily.T
TICK1299,"Baker, Graham and Mitchell",Pub,TAS,Technical Issue,Medium,2025-01-29,2025-02-03,3.9,23.0,2.0,Mike.D
TICK1277,Chavez-Kelly,Cafe,VIC,Menu Upload,Medium,2024-06-23,2024-06-29,1.6,13.8,,Sarah.L
TICK1924,Washington Inc,Cafe,VIC,Technical Issue,Medium,2024-06-24,2024-06-27,6.5,44.7,3.0,Mike.D
TICK1601,Obrien-Keller,Cafe,VIC,Payments,High,2024-08-02,2024-08-07,5.3,53.3,,Emily.T
TICK1439,Nash Group,Restaurant,NSW,POS Connection,Medium,2024-05-31,2024-06-05,9.6,51.4,1.0,John.S
TICK1837,"Frederick, King and Bailey  ",Pub,ACT,Menu Upload,Low,2024-09-04,2024-09-07,10.1,63.2,5.0,John.S
